listone_id,nome,ruolo,squadra,presenze,media_voto,media_fantavoto,gol_fatti,gol_subiti,rigori_segnati,rigori_tirati,rigori_parati,assist,ammonizioni,espulsioni
5514,Vasquez,D,Genoa,28.95,5.97,6.10,1.05,0.00,0.01,0.04,0.00,0.72,3.57,0.20
6320,Doekhi,D,Lazio,24.51,5.97,6.09,0.70,0.00,0.01,0.02,0.00,0.57,2.42,0.38
7414,Kaiki,D,Como,23.92,5.96,6.09,0.64,0.00,0.00,0.01,0.00,0.68,2.37,0.28
1852,Spinazzola,D,Napoli,22.98,6.00,6.09,0.82,0.00,0.01,0.03,0.00,0.98,2.71,0.22
554,Zappacosta,D,Atalanta,25.00,5.97,6.06,0.87,0.00,0.01,0.03,0.00,0.76,3.08,0.19
4994,Vojvoda,D,Udinese,27.09,5.93,6.05,1.07,0.00,0.01,0.04,0.00,0.81,3.29,0.22
6496,Bartesaghi,D,Milan,23.52,5.97,6.04,0.68,0.00,0.01,0.01,0.00,0.73,3.13,0.14
4657,Celik,D,Juventus,25.83,5.96,6.04,0.88,0.00,0.01,0.02,0.00,1.04,3.11,0.18
6046,Hien,D,Atalanta,23.61,5.97,6.03,0.79,0.00,0.01,0.02,0.00,0.69,3.47,0.17
6042,Lucumì,D,Bologna,26.62,5.93,6.03,0.93,0.00,0.01,0.03,0.00,0.72,3.78,0.18
2724,Buongiorno,D,Napoli,22.43,5.97,6.03,0.71,0.00,0.01,0.02,0.00,0.63,2.76,0.24
5862,Valeri,D,Parma,26.35,5.94,6.02,0.83,0.00,0.01,0.03,0.00,0.94,3.43,0.17
6485,Kristensen T.,D,Atalanta,22.20,5.98,6.02,0.53,0.00,0.00,0.01,0.00,0.57,3.14,0.19
4401,Gabbia,D,Milan,22.40,5.94,6.02,0.71,0.00,0.01,0.02,0.00,0.59,2.87,0.19
4751,Tomori,D,Milan,23.67,5.94,6.01,0.79,0.00,0.01,0.02,0.00,0.73,3.10,0.21
5877,Carlos Augusto,D,Inter,19.87,5.97,6.01,0.54,0.00,0.01,0.01,0.00,0.69,3.00,0.16
4734,Miranda J.,D,Bologna,26.18,5.93,6.00,0.76,0.00,0.01,0.02,0.00,1.19,4.14,0.15
460,Romagnoli,D,Lazio,23.44,5.94,6.00,0.72,0.00,0.01,0.03,0.00,0.51,3.30,0.25
5365,Dragusin,D,Fiorentina,23.35,5.94,6.00,0.71,0.00,0.01,0.02,0.00,0.77,3.68,0.16
6814,Norton-Cuffy,D,Genoa,24.93,5.94,6.00,0.72,0.00,0.01,0.02,0.00,0.81,3.87,0.16
4210,Mina,D,Cagliari,26.70,5.92,5.99,0.88,0.00,0.01,0.03,0.00,0.76,4.08,0.21
6664,Delprato,D,Parma,26.03,5.93,5.99,0.72,0.00,0.01,0.02,0.00,0.72,4.04,0.13
5010,Ismajli,D,Torino,25.91,5.89,5.98,0.92,0.00,0.01,0.04,0.00,0.76,3.74,0.26
6531,Jimenez A.,D,Fiorentina,20.39,5.90,5.96,0.82,0.00,0.02,0.04,0.00,0.67,3.68,0.16
5701,Obert,D,Cagliari,27.53,5.89,5.96,0.80,0.00,0.01,0.03,0.00,0.89,4.46,0.26
2188,Marusic,D,Lazio,22.30,5.91,5.94,0.59,0.00,0.01,0.02,0.00,0.62,2.77,0.26
7294,Valdepenas,D,Fiorentina,17.01,5.90,5.93,0.42,0.00,0.00,0.01,0.00,0.59,3.03,0.22
6672,Idzes,D,Sassuolo,26.88,5.89,5.93,0.68,0.00,0.01,0.02,0.00,0.59,3.93,0.19
7410,Viery,D,Fiorentina,16.95,5.90,5.93,0.42,0.00,0.00,0.01,0.00,0.59,3.03,0.21
4887,Bellanova,D,Atalanta,19.98,5.91,5.93,0.56,0.00,0.01,0.02,0.00,0.59,2.81,0.19
4177,Pavard,D,Inter,15.02,5.95,5.92,0.44,0.00,0.00,0.01,0.00,0.54,2.45,0.14
6642,Coco,D,Torino,26.82,5.88,5.92,0.67,0.00,0.01,0.02,0.00,0.72,3.93,0.17
4433,Zortea,D,Bologna,23.51,5.87,5.92,0.65,0.00,0.01,0.02,0.00,0.72,3.06,0.21
6989,Tiago Gabriel,D,Lecce,27.99,5.88,5.92,0.70,0.00,0.01,0.03,0.00,0.60,4.71,0.18
6202,Beukema,D,Napoli,18.60,5.92,5.91,0.46,0.00,0.01,0.02,0.00,0.50,2.83,0.17
6867,Valle,D,Como,20.61,5.90,5.90,0.46,0.00,0.00,0.01,0.00,0.92,3.10,0.14
6916,Ahanor,D,Atalanta,19.12,5.91,5.89,0.44,0.00,0.00,0.01,0.00,0.53,3.03,0.15
4502,Gallo,D,Lecce,27.36,5.85,5.89,0.68,0.00,0.01,0.03,0.00,0.81,3.73,0.23
6495,Comuzzo,D,Torino,23.82,5.86,5.89,0.61,0.00,0.01,0.02,0.00,0.52,3.51,0.21
5620,Tavares N.,D,Lazio,19.46,5.90,5.87,0.45,0.00,0.01,0.02,0.00,0.50,3.59,0.15
7219,Bernasconi,D,Atalanta,18.85,5.91,5.87,0.40,0.00,0.01,0.01,0.00,0.88,3.27,0.12
5555,Kamara H.,D,Udinese,22.81,5.85,5.87,0.59,0.00,0.01,0.03,0.00,0.78,3.71,0.15
6663,Circati,D,Parma,22.24,5.88,5.87,0.48,0.00,0.01,0.02,0.00,0.54,3.84,0.14
7329,Obrador,D,Sassuolo,21.57,5.86,5.86,0.51,0.00,0.01,0.02,0.00,0.85,3.62,0.18
6660,Marcandalli,D,Genoa,22.87,5.87,5.86,0.51,0.00,0.01,0.02,0.00,0.63,3.73,0.15
7485,Mangas,D,Monza,17.55,5.83,5.86,0.45,0.01,0.01,0.02,0.00,0.83,3.19,0.09
4817,Pedraza,D,Lazio,14.44,5.88,5.86,0.32,0.00,0.00,0.01,0.00,0.51,2.72,0.19
5840,Olivera,D,Napoli,17.59,5.89,5.86,0.41,0.00,0.01,0.02,0.00,0.43,2.73,0.19
7212,Heggem,D,Bologna,21.90,5.86,5.85,0.49,0.00,0.01,0.02,0.00,0.59,3.24,0.14
5678,Holm,D,Bologna,19.98,5.84,5.85,0.50,0.00,0.01,0.02,0.00,0.90,2.93,0.20
5449,Parisi,D,Fiorentina,21.18,5.85,5.85,0.53,0.00,0.01,0.02,0.00,0.49,3.57,0.23
7537,Mitaj,D,Genoa,15.31,5.87,5.84,0.28,0.00,0.00,0.00,0.00,0.45,2.65,0.25
6990,Veiga D.,D,Lecce,25.50,5.85,5.84,0.46,0.00,0.00,0.01,0.00,0.44,4.43,0.24
6632,Gaspar K.,D,Lecce,22.57,5.85,5.84,0.45,0.00,0.00,0.01,0.00,0.44,4.00,0.25
6986,Rensch,D,Roma,18.80,5.86,5.84,0.40,0.00,0.00,0.01,0.00,0.99,2.80,0.14
7532,Kofler,D,Cagliari,16.76,5.83,5.83,0.40,0.00,0.01,0.01,0.00,0.52,3.17,0.22
6893,Kempf,D,Como,19.75,5.86,5.82,0.39,0.00,0.01,0.02,0.00,0.60,3.05,0.13
6766,Kelly L.,D,Juventus,21.11,5.85,5.82,0.41,0.00,0.01,0.01,0.00,0.61,3.15,0.13
6426,Pedersen,D,Torino,22.72,5.82,5.82,0.49,0.00,0.01,0.02,0.00,0.62,3.53,0.20
2640,Kolasinac,D,Atalanta,17.41,5.86,5.81,0.40,0.00,0.01,0.02,0.00,0.47,3.02,0.14
2593,Martin,D,Genoa,21.10,5.84,5.81,0.44,0.00,0.01,0.03,0.00,1.00,3.28,0.16
7469,Bracaglia,D,Frosinone,16.64,5.80,5.81,0.37,0.01,0.01,0.01,0.00,0.72,3.04,0.09
4374,Walukiewicz,D,Sassuolo,23.48,5.80,5.81,0.52,0.00,0.01,0.02,0.00,0.42,3.55,0.31
7068,Vitik,D,Bologna,19.61,5.83,5.80,0.41,0.00,0.01,0.01,0.00,0.51,3.43,0.14
4952,Monterisi,D,Frosinone,21.21,5.80,5.80,0.49,0.01,0.01,0.03,0.00,1.00,3.67,0.06
5527,Zanoli,D,Udinese,19.57,5.81,5.79,0.45,0.00,0.01,0.02,0.00,0.56,2.79,0.21
4845,Correia T.,D,Venezia,15.91,5.81,5.79,0.28,0.01,0.00,0.00,0.00,0.60,2.79,0.12
5831,Gatti,D,Juventus,17.43,5.82,5.79,0.38,0.00,0.01,0.02,0.00,0.43,2.75,0.17
7253,Bella-Kotchap,D,Venezia,21.26,5.80,5.79,0.49,0.01,0.01,0.03,0.00,0.73,3.92,0.06
4461,Zappa,D,Cagliari,21.39,5.80,5.78,0.47,0.00,0.01,0.02,0.00,0.58,3.15,0.27
6238,Oyono A.,D,Frosinone,19.83,5.81,5.78,0.38,0.01,0.01,0.01,0.00,0.71,3.71,0.08
7526,Comert,D,Torino,15.85,5.80,5.78,0.33,0.00,0.01,0.01,0.00,0.48,2.96,0.21
7274,Zè Pedro,D,Cagliari,20.98,5.81,5.77,0.43,0.00,0.01,0.02,0.00,0.53,4.27,0.17
6631,Ghilardi,D,Roma,18.10,5.82,5.77,0.34,0.00,0.00,0.01,0.00,0.46,2.70,0.14
7014,Smolcic I.,D,Como,18.09,5.83,5.76,0.33,0.00,0.00,0.01,0.00,0.52,3.44,0.14
5851,Doig,D,Sassuolo,21.33,5.80,5.76,0.41,0.00,0.01,0.02,0.00,0.38,3.62,0.22
5603,Pongracic,D,Fiorentina,21.58,5.80,5.76,0.41,0.00,0.01,0.02,0.00,0.38,4.37,0.20
7467,Calvani,D,Frosinone,15.61,5.78,5.75,0.30,0.01,0.01,0.01,0.00,0.62,2.92,0.10
5307,Valenti,D,Parma,19.33,5.81,5.75,0.36,0.00,0.01,0.02,0.00,0.41,3.60,0.16
7525,Diawara S.,D,Milan,12.24,5.84,5.75,0.17,0.00,0.00,0.00,0.00,0.38,2.06,0.21
5695,Haps,D,Venezia,21.00,5.77,5.75,0.48,0.00,0.02,0.04,0.00,0.72,3.61,0.08
6659,Lucchesi,D,Monza,15.50,5.77,5.74,0.30,0.01,0.01,0.01,0.00,0.62,2.93,0.09
5820,Bertola,D,Udinese,19.74,5.80,5.74,0.36,0.00,0.01,0.01,0.00,0.51,3.25,0.15
7538,Halhal,D,Venezia,15.57,5.77,5.74,0.30,0.01,0.01,0.01,0.00,0.63,2.93,0.09
4263,Kabasele,D,Udinese,20.28,5.79,5.74,0.39,0.00,0.01,0.02,0.00,0.43,3.46,0.16
5739,De Winter,D,Milan,16.46,5.81,5.73,0.28,0.00,0.00,0.01,0.00,0.43,2.36,0.16
5498,Casale,D,Bologna,17.09,5.77,5.72,0.38,0.00,0.01,0.02,0.00,0.36,2.56,0.21
4378,Ranieri L.,D,Fiorentina,19.89,5.78,5.72,0.36,0.00,0.01,0.02,0.00,0.32,3.55,0.25
7240,Siebert,D,Lecce,19.90,5.77,5.71,0.35,0.00,0.01,0.02,0.00,0.41,3.77,0.17
5838,Birindelli,D,Monza,19.38,5.75,5.70,0.37,0.00,0.02,0.03,0.00,0.52,3.31,0.08
5578,Kossounou,D,Atalanta,15.16,5.81,5.69,0.25,0.00,0.00,0.01,0.00,0.36,2.65,0.14
7012,Provstgaard,D,Lazio,16.29,5.81,5.69,0.25,0.00,0.00,0.01,0.00,0.33,2.97,0.16
7312,Arizala,D,Udinese,16.36,5.77,5.69,0.35,0.00,0.01,0.02,0.00,0.46,3.14,0.11
7407,Cuenca A.,D,Como,11.83,5.80,5.69,0.14,0.00,0.00,0.00,0.00,0.32,2.05,0.23
6890,Moreno M.,D,Venezia,17.34,5.74,5.68,0.42,0.01,0.03,0.04,0.00,0.66,3.54,0.05
4375,Terzic,D,Frosinone,18.72,5.75,5.68,0.35,0.00,0.01,0.02,0.00,0.63,3.41,0.07
2728,Pellegrini Lu.,D,Lazio,16.35,5.78,5.68,0.28,0.00,0.01,0.02,0.00,0.27,3.02,0.25
5273,Estupinan,D,Milan,14.60,5.79,5.67,0.23,0.00,0.00,0.01,0.00,0.47,2.99,0.12
7413,Puczka,D,Genoa,13.09,5.77,5.67,0.19,0.00,0.00,0.01,0.00,0.36,2.57,0.20
7131,Floriani Mussolini,D,Lazio,15.98,5.80,5.67,0.23,0.00,0.00,0.01,0.00,0.40,2.96,0.14
6985,Candè,D,Sassuolo,16.72,5.75,5.67,0.30,0.00,0.01,0.02,0.00,0.34,3.27,0.19
4925,Carboni A.,D,Monza,19.71,5.72,5.67,0.36,0.00,0.01,0.03,0.00,0.60,3.30,0.10
7125,Idrissi R.,D,Cagliari,17.91,5.77,5.67,0.28,0.00,0.01,0.01,0.00,0.34,3.52,0.18
7255,Britschgi,D,Parma,17.83,5.78,5.66,0.25,0.00,0.00,0.01,0.00,0.51,3.40,0.14
7548,Aurelio,D,Cagliari,14.02,5.75,5.66,0.22,0.00,0.00,0.01,0.00,0.34,2.77,0.25
7540,Akpoguma,D,Frosinone,14.51,5.73,5.66,0.26,0.01,0.01,0.01,0.00,0.56,2.87,0.09
7483,Alhassane,D,Bologna,13.28,5.75,5.66,0.21,0.00,0.00,0.01,0.00,0.39,2.53,0.18
7235,Troilo,D,Parma,16.88,5.77,5.66,0.25,0.00,0.01,0.01,0.00,0.37,3.42,0.14
2263,Lazzari,D,Lazio,15.13,5.76,5.65,0.29,0.00,0.01,0.03,0.00,0.27,2.53,0.22
252,Biraghi,D,Torino,17.03,5.71,5.65,0.35,0.00,0.01,0.03,0.00,0.28,2.64,0.26
2115,Delli Carri,D,Monza,16.75,5.73,5.65,0.33,0.01,0.01,0.02,0.00,0.55,3.41,0.06
6896,Van Der Brempt,D,Como,14.66,5.77,5.64,0.22,0.00,0.00,0.01,0.00,0.39,2.59,0.14
7175,Joao Mario,D,Fiorentina,16.30,5.76,5.64,0.27,0.00,0.01,0.02,0.00,0.42,3.32,0.14
6638,Marin R.,D,Napoli,12.06,5.80,5.63,0.18,0.00,0.00,0.01,0.00,0.30,2.48,0.14
5994,Ebosse,D,Udinese,16.41,5.73,5.62,0.26,0.00,0.01,0.01,0.00,0.38,3.05,0.16
5481,Mazzocchi,D,Napoli,12.50,5.77,5.62,0.20,0.00,0.00,0.01,0.00,0.28,2.07,0.23
6149,Carboni F.,D,Parma,13.52,5.76,5.62,0.19,0.00,0.00,0.01,0.00,0.26,2.40,0.21
791,Sabelli,D,Genoa,15.63,5.73,5.62,0.27,0.00,0.01,0.02,0.00,0.30,2.68,0.18
7238,Kouadio,D,Monza,15.35,5.72,5.61,0.27,0.00,0.01,0.02,0.00,0.48,3.13,0.07
6039,Cabal,D,Juventus,13.66,5.74,5.61,0.21,0.00,0.00,0.01,0.00,0.28,2.28,0.17
7156,Pieragnolo,D,Sassuolo,13.37,5.73,5.61,0.18,0.00,0.00,0.01,0.00,0.31,2.60,0.25
7268,Rodriguez Ju.,D,Cagliari,17.18,5.72,5.61,0.29,0.00,0.01,0.03,0.00,0.35,3.68,0.14
7478,Franjic,D,Venezia,13.73,5.70,5.61,0.21,0.01,0.01,0.01,0.00,0.48,2.73,0.09
327,Patric,D,Lazio,13.60,5.74,5.61,0.23,0.00,0.01,0.02,0.00,0.23,2.40,0.24
6925,Palma,D,Udinese,14.61,5.73,5.61,0.22,0.00,0.00,0.01,0.00,0.34,2.78,0.14
6821,Hainaut,D,Venezia,18.15,5.71,5.60,0.27,0.00,0.01,0.02,0.00,0.48,3.49,0.07
6977,Otoa,D,Genoa,15.02,5.74,5.60,0.23,0.00,0.01,0.01,0.00,0.31,2.88,0.16
7470,Oyono J.,D,Frosinone,13.23,5.72,5.60,0.16,0.01,0.00,0.00,0.00,0.40,2.49,0.12
7468,Gelli J.,D,Frosinone,13.30,5.72,5.60,0.16,0.01,0.00,0.00,0.00,0.40,2.49,0.12
5757,Cittadini,D,Frosinone,15.56,5.72,5.60,0.27,0.00,0.01,0.02,0.00,0.48,3.26,0.07
294,Rugani,D,Juventus,13.66,5.72,5.60,0.23,0.00,0.01,0.01,0.00,0.28,2.32,0.18
6892,Schingtienne,D,Venezia,17.16,5.71,5.60,0.27,0.00,0.01,0.02,0.00,0.48,3.38,0.07
487,De Silvestri,D,Bologna,15.01,5.70,5.60,0.28,0.00,0.01,0.02,0.00,0.27,2.51,0.22
6883,Jean,D,Lecce,16.01,5.71,5.60,0.27,0.00,0.01,0.02,0.00,0.31,3.18,0.19
6673,Sverko,D,Venezia,16.95,5.70,5.59,0.27,0.00,0.01,0.02,0.00,0.49,3.52,0.06
418,Goldaniga,D,Como,15.98,5.72,5.59,0.22,0.00,0.01,0.01,0.00,0.28,3.13,0.18
6809,Marianucci,D,Napoli,12.29,5.77,5.58,0.16,0.00,0.00,0.01,0.00,0.30,2.38,0.16
7326,Helland,D,Bologna,14.50,5.70,5.57,0.23,0.00,0.01,0.02,0.00,0.35,3.04,0.12
7260,Ziolkowski,D,Roma,13.48,5.73,5.56,0.17,0.00,0.00,0.01,0.00,0.31,2.65,0.13
7476,Bakoune,D,Monza,12.90,5.68,5.56,0.17,0.01,0.01,0.01,0.00,0.41,2.60,0.10
6021,Abankwah,D,Udinese,13.62,5.72,5.56,0.20,0.00,0.00,0.01,0.00,0.29,2.71,0.15
6244,Matturro,D,Genoa,14.36,5.71,5.54,0.19,0.00,0.00,0.01,0.00,0.27,2.87,0.16
7356,Mlacic,D,Udinese,13.58,5.71,5.54,0.18,0.00,0.00,0.01,0.00,0.29,2.87,0.14
6189,Missori,D,Sassuolo,14.58,5.70,5.54,0.20,0.00,0.00,0.01,0.00,0.27,2.90,0.18
7454,Gomes,D,Venezia,12.85,5.67,5.54,0.17,0.01,0.01,0.01,0.00,0.42,2.65,0.09
6681,Sagrado,D,Venezia,14.70,5.67,5.54,0.22,0.00,0.01,0.02,0.00,0.42,3.13,0.07
7202,Ndiaye,D,Parma,13.71,5.70,5.52,0.17,0.00,0.00,0.01,0.00,0.28,2.97,0.14
7182,Ndaba,D,Lecce,15.19,5.67,5.51,0.20,0.00,0.01,0.01,0.00,0.27,3.06,0.16
5424,Amey,D,Frosinone,12.66,5.64,5.51,0.18,0.01,0.01,0.02,0.00,0.43,2.73,0.08
7471,Corrado,D,Frosinone,12.54,5.64,5.50,0.18,0.01,0.02,0.02,0.00,0.44,2.75,0.08
5399,Antov,D,Monza,14.26,5.63,5.48,0.20,0.00,0.01,0.02,0.00,0.36,3.05,0.07
5116,Martinez Jo.,P,Inter,23.76,6.30,5.85,0.01,19.05,0.01,0.01,0.94,0.14,0.47,0.04
6966,Butez,P,Como,36.32,6.31,5.80,0.01,29.10,0.01,0.01,1.48,0.14,1.09,0.06
4312,Maignan,P,Milan,30.02,6.28,5.77,0.01,24.46,0.01,0.01,1.26,0.12,1.17,0.06
5841,Svilar,P,Roma,38.00,6.32,5.71,0.01,38.64,0.01,0.01,1.48,0.16,0.63,0.06
572,Meret,P,Napoli,14.06,6.18,5.57,0.01,13.44,0.01,0.01,0.53,0.07,0.52,0.04
218,Perin,P,Juventus,8.14,6.21,5.52,0.00,9.22,0.00,0.01,0.33,0.04,0.29,0.05
4431,Carnesecchi,P,Atalanta,38.00,6.23,5.44,0.01,34.52,0.01,0.01,1.28,0.11,0.71,0.06
133,Skorupski,P,Bologna,17.34,6.25,5.41,0.01,19.71,0.01,0.01,0.70,0.06,0.68,0.06
5876,Di Gregorio,P,Juventus,14.11,6.23,5.36,0.01,14.34,0.00,0.01,0.44,0.06,0.46,0.05
610,Gollini,P,Roma,4.16,6.18,5.31,0.00,5.73,0.00,0.00,0.14,0.03,0.26,0.04
2521,De Gea,P,Fiorentina,33.29,6.24,5.31,0.01,38.22,0.01,0.01,1.18,0.08,0.97,0.07
2815,Terracciano,P,Milan,3.73,6.16,5.29,0.00,4.43,0.00,0.00,0.16,0.03,0.19,0.04
1926,Di Gennaro,P,Inter,2.94,6.13,5.29,0.00,3.30,0.00,0.00,0.09,0.03,0.17,0.02
2170,Milinkovic-Savic V.,P,Napoli,7.71,6.12,5.28,0.00,7.74,0.00,0.01,0.28,0.04,0.28,0.04
4,Sportiello,P,Atalanta,4.22,6.18,5.27,0.00,5.43,0.00,0.01,0.16,0.02,0.26,0.04
2809,Vigorito,P,Como,3.38,6.11,5.19,0.00,4.14,0.00,0.00,0.09,0.03,0.23,0.03
543,Padelli,P,Udinese,4.79,6.16,5.02,0.00,7.14,0.00,0.01,0.18,0.02,0.35,0.05
6462,Okoye,P,Udinese,18.52,6.22,5.02,0.01,23.24,0.01,0.01,0.46,0.06,0.73,0.05
1930,Pinsoglio,P,Juventus,3.81,6.12,4.97,0.00,5.02,0.00,0.00,0.13,0.03,0.23,0.04
6813,Torriani,P,Milan,3.67,6.05,4.95,0.00,4.61,0.00,0.00,0.06,0.03,0.20,0.03
7301,Tornqvist,P,Como,3.75,6.06,4.94,0.00,4.89,0.00,0.00,0.07,0.03,0.22,0.03
7531,Pozzi,P,Venezia,6.06,6.16,4.90,0.00,9.46,0.00,0.00,0.18,0.03,0.40,0.10
7048,De Marzi,P,Roma,3.92,6.06,4.88,0.00,5.32,0.00,0.00,0.06,0.03,0.21,0.04
6482,Mandas,P,Lazio,13.90,6.14,4.86,0.00,16.95,0.00,0.01,0.32,0.05,0.61,0.04
7411,Daffara,P,Parma,10.85,6.11,4.85,0.00,14.38,0.00,0.00,0.20,0.05,0.52,0.06
6641,Suzuki,P,Parma,13.44,6.17,4.84,0.00,18.69,0.00,0.00,0.29,0.04,0.68,0.05
2814,Provedel,P,Inter,5.80,5.98,4.84,0.00,6.65,0.00,0.00,0.08,0.03,0.19,0.03
2134,Falcone,P,Lecce,21.50,6.16,4.84,0.01,31.58,0.01,0.01,0.61,0.04,1.31,0.07
7337,Motta,P,Lazio,4.42,6.14,4.83,0.00,6.06,0.00,0.00,0.13,0.02,0.47,0.03
4485,Thiam,P,Monza,11.15,6.16,4.82,0.00,17.03,0.00,0.00,0.25,0.05,0.51,0.11
7545,Vismara,P,Atalanta,4.05,6.03,4.80,0.00,5.32,0.00,0.00,0.07,0.02,0.26,0.04
7332,Bijlow,P,Genoa,15.10,6.18,4.80,0.00,21.10,0.00,0.01,0.32,0.05,0.88,0.05
2845,Contini,P,Napoli,3.47,6.10,4.78,0.00,4.39,0.00,0.00,0.08,0.02,0.25,0.02
6671,Grandi,P,Venezia,6.38,6.13,4.77,0.00,10.29,0.00,0.00,0.16,0.03,0.40,0.10
219,Sommariva,P,Genoa,5.54,6.14,4.74,0.00,9.18,0.00,0.00,0.12,0.02,0.44,0.04
5320,Paleari,P,Torino,7.12,6.13,4.72,0.00,12.04,0.00,0.00,0.15,0.02,0.59,0.05
4360,Caprile,P,Cagliari,23.47,6.15,4.72,0.01,34.49,0.01,0.01,0.42,0.04,1.39,0.06
4236,Muric,P,Sassuolo,15.80,6.18,4.67,0.00,23.92,0.00,0.01,0.30,0.04,1.79,0.05
6415,Palmisani,P,Frosinone,10.37,6.12,4.65,0.00,16.68,0.00,0.00,0.19,0.04,0.47,0.11
5707,Piana,P,Udinese,4.97,6.06,4.63,0.00,7.68,0.00,0.00,0.08,0.02,0.34,0.05
6248,Stankovic F.,P,Venezia,15.93,6.14,4.62,0.00,26.42,0.00,0.01,0.36,0.05,0.73,0.10
6682,Pizzignacco,P,Monza,7.97,6.15,4.61,0.00,14.93,0.00,0.00,0.16,0.03,0.42,0.09
7533,Happonen,P,Bologna,4.89,6.04,4.60,0.00,7.56,0.00,0.00,0.07,0.02,0.31,0.04
7463,Desplanches,P,Frosinone,7.93,6.10,4.58,0.00,13.25,0.00,0.00,0.15,0.03,0.42,0.10
7534,Renzetti,P,Lazio,4.55,6.00,4.57,0.00,6.47,0.00,0.00,0.07,0.02,0.34,0.04
158,Lezzerini,P,Fiorentina,5.66,6.10,4.56,0.00,9.51,0.00,0.00,0.12,0.02,0.75,0.04
6569,Stolz,P,Genoa,5.21,6.04,4.54,0.00,8.08,0.00,0.00,0.09,0.02,0.41,0.05
7466,Lolic,P,Frosinone,7.08,6.09,4.53,0.00,12.15,0.00,0.00,0.12,0.03,0.39,0.10
6662,Corvi,P,Parma,6.03,6.08,4.51,0.00,9.33,0.00,0.00,0.10,0.02,0.47,0.04
2127,Satalino,P,Sassuolo,5.30,6.06,4.50,0.00,8.81,0.00,0.00,0.09,0.02,0.47,0.04
7475,Strajnar,P,Monza,7.27,6.07,4.47,0.00,12.67,0.00,0.00,0.12,0.03,0.39,0.10
4867,Turati,P,Sassuolo,6.21,6.08,4.45,0.00,11.04,0.00,0.00,0.12,0.02,0.48,0.05
6650,Sherri,P,Cagliari,6.22,6.12,4.44,0.00,11.38,0.00,0.00,0.12,0.02,0.57,0.04
7172,Pessina Mas.,P,Bologna,5.41,6.09,4.38,0.00,8.97,0.00,0.00,0.09,0.02,0.34,0.04
7457,Mascardi,P,Torino,5.74,6.03,4.37,0.00,9.87,0.00,0.00,0.08,0.02,0.45,0.05
7363,Siviero,P,Torino,5.74,6.03,4.37,0.00,9.87,0.00,0.00,0.08,0.02,0.45,0.05
6403,Christensen O.,P,Fiorentina,5.68,5.93,4.25,0.00,9.67,0.00,0.00,0.12,0.02,0.47,0.04
4518,Russo A.,P,Sassuolo,7.23,6.11,4.25,0.00,15.28,0.00,0.00,0.06,0.02,0.48,0.04
7557,Penev,P,Lecce,6.45,6.02,4.21,0.00,11.94,0.00,0.00,0.08,0.02,0.54,0.05
